Time [s];20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;;20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;D5;E1;E2;E3
Time [s];20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;;20;20;20;50;50;50;100;100;100;300;300;300;600;600;600;;;;
3000.723;0.6099;0.6266;0.6235;0.6101;0.575;0.5976;0.5691;0.5536;0.5698;0.4757;0.4877;0.4813;0.4274;0.4618;0.4519;;0.7165;0.7142;0.692;0.6691;0.6368;0.6288;0.631;0.5912;0.6679;0.6643;0.6585;0.6356;0.6523;0.6527;0.6744;;0.206;0.209;0.2097
3060.738;0.6078;0.6245;0.6221;0.6078;0.5725;0.5955;0.5665;0.5515;0.5665;0.4704;0.4826;0.4759;0.4218;0.4557;0.4455;;0.7156;0.7131;0.6898;0.6671;0.6348;0.6264;0.6291;0.589;0.6659;0.6622;0.6565;0.6339;0.6502;0.6517;0.6724;;0.2065;0.2099;0.2098
3120.754;0.6054;0.6233;0.6201;0.6054;0.5699;0.5926;0.5634;0.5488;0.564;0.4658;0.4779;0.4711;0.4161;0.4504;0.4391;;0.7141;0.7121;0.689;0.6661;0.6336;0.6249;0.6274;0.5873;0.6639;0.6612;0.6548;0.6317;0.6488;0.6499;0.6701;;0.2072;0.2109;0.2103
3180.771;0.6034;0.6212;0.6179;0.6032;0.5667;0.59;0.56;0.5444;0.5607;0.4607;0.473;0.4662;0.41;0.4452;0.4333;;0.7119;0.7105;0.6872;0.6645;0.6322;0.6231;0.6247;0.5851;0.6628;0.6599;0.6531;0.6306;0.6471;0.6481;0.6675;;0.2072;0.2119;0.2108
3240.791;0.601;0.6194;0.6162;0.6009;0.5641;0.5869;0.5568;0.5412;0.5571;0.4557;0.4678;0.4611;0.4041;0.4394;0.4272;;0.7102;0.7091;0.6858;0.6625;0.6302;0.6212;0.6228;0.5829;0.6608;0.6588;0.6509;0.6294;0.6454;0.6461;0.666;;0.2076;0.2125;0.2115
3300.817;0.5987;0.6177;0.6142;0.5985;0.5616;0.5843;0.5534;0.538;0.554;0.451;0.4631;0.4564;0.3994;0.4337;0.4212;;0.7084;0.7078;0.6846;0.6621;0.6295;0.6199;0.6212;0.5814;0.6598;0.6576;0.6502;0.6281;0.6436;0.6457;0.6635;;0.2082;0.2129;0.212
3360.834;0.5964;0.6159;0.6125;0.5963;0.5592;0.5814;0.5503;0.5349;0.5506;0.446;0.4579;0.4512;0.3927;0.4278;0.4149;;0.7066;0.7066;0.6833;0.6602;0.6281;0.6181;0.6188;0.579;0.6577;0.6554;0.6472;0.6263;0.6419;0.6432;0.6608;;0.2081;0.2133;0.2121
3420.853;0.5942;0.6139;0.6102;0.5942;0.5569;0.5788;0.5474;0.5313;0.5472;0.441;0.4533;0.4464;0.3871;0.4227;0.4095;;0.7043;0.7054;0.682;0.6583;0.6261;0.616;0.6172;0.5774;0.6562;0.6543;0.6462;0.625;0.64;0.6416;0.6588;;0.2083;0.2145;0.2128
3480.879;0.5916;0.6122;0.6088;0.5915;0.5543;0.5763;0.5444;0.5289;0.544;0.436;0.4482;0.4417;0.3819;0.417;0.4025;;0.7031;0.7034;0.6804;0.6569;0.6243;0.6142;0.6151;0.575;0.6545;0.6529;0.6442;0.6226;0.6385;0.6399;0.6572;;0.2084;0.215;0.2133
3540.895;0.5892;0.6101;0.6063;0.589;0.5514;0.5741;0.5414;0.5259;0.541;0.4312;0.4436;0.4367;0.3767;0.4118;0.3971;;0.7005;0.7023;0.6793;0.6556;0.6231;0.6124;0.614;0.5741;0.6532;0.6518;0.6427;0.6204;0.6369;0.6384;0.6545;;0.2088;0.2158;0.2136
